caseId,currentMessage,context,historicalResponse,goldIntent
golden-189,@AmazonHelp I'm not able to login to my amazon account. Hence I will not be able to view the detail,"CUSTOMER: Fraudulent activities - @AmazonHelp @115850 @14117 @15316 @15761 https://t.co/D4CJYZm0hI | SUPPORT: @182606 Apologies for the delay in refund. Please share your details here: https://t.co/GIJyeYqKE0. I'll get in touch with you. ^HD | CUSTOMER: @AmazonHelp I'm nt able 2 login 2 my amazon Acct. Hw cn I provide the detail in the link u hav given??
Order # 408-9654945-5900334
@115850 @115851 | SUPPORT: @182606 The link provided has a skip sign in option. Please check. (1/2) ^HD | CUSTOMER: @AmazonHelp I provided all the detail - you may also call me  @115850 @115851 @14117 @123289 @122869 | SUPPORT: @182606 I understand your concern, we've received your details and we will get back to you soon. ^SP | CUSTOMER: @AmazonHelp Item ws returned on 30 Sep n today is 6th of Oct, yet I hav nt received my refund. NO updat aftr 1st oct, wht is wrong? Pls refund my money. https://t.co/HX6N4waL8g | SUPPORT: @182606 We apologize for the trouble, Sumit. As you've previously mentioned that your Amazon account is on hold.(1/3)^RS | SUPPORT: @182606 Please revert to the email you've received from our specialist team so they could assist you further.(2/3)^RS | SUPPORT: @182606 Don’t provide your order related details as its personal information. Our Twitter page is visible to public.(3/3)^RS | CUSTOMER: @AmazonHelp @AmazonHelp @115850 @115851 -
#can you just let me know, how long it's going to take to refund my money. You guys never repond properly | SUPPORT: @182606 As informed we'll not be able to access your details. Kindly revert to the email sent by account specialist team. ^SG | CUSTOMER: @AmazonHelp I have revert multiple time, you have the same update from last 6 days... do you wish to resolve it or not https://t.co/sB4mSclSSE | SUPPORT: @182606 Our account specialist team are in the best position to help you out in this case. Kindly reach out to them for 1/2 ^AB | SUPPORT: @182606 further assistance with this. As a part of the retail team we'll not be able to provide any insight in this regard. 2/2 ^AB | CUSTOMER: @AmazonHelp Who are these people, where do I find them? I bought the product from Amazon , while returning the money you people become different team? | CUSTOMER: @AmazonHelp Who are you people ... are you not from amazon ? If other team is dealing the issue than why are you people replying ? Why not that team ? | CUSTOMER: @AmazonHelp Why after 6 days you people are asking me to contact other team ... look I know @115850 , I bought the item from this site... | CUSTOMER: @AmazonHelp Not from account team and who so ever you are referring... I only know 1 thing that I returned you product the way it came to me... | CUSTOMER: @AmazonHelp And now I need my money back which I paid you in advance ... don't try to do any fradudaluant activities with my money. | SUPPORT: @182606 As informed earlier please respond to the email you've received from our account specialist team.^SC | CUSTOMER: @AmazonHelp I have already responded, but that does not resolve my problem ... I just need my money back | SUPPORT: @182606 Please revert to the mail that you received from our account escalations team for further assistance on this. ^AU | SUPPORT: @182606 I get your concern. Kindly wait for our team to get back to you. ^PS | CUSTOMER: @AmazonHelp Thanks ! Hw much time does it take 2 reslv? Cn u share current status, I ws told it's goin 2 take 24-48hrs 2 resolve it, it's +6 dz nw !!!😤 | SUPPORT: @182606 Our team will contact you at the earliest. ^HN | CUSTOMER: @AmazonHelp Till date no one had contacted me nor I have received my refund ... could you please refund the amount ASAP.@115850 https://t.co/EWqyZyzi1t | CUSTOMER: @AmazonHelp @115850  https://t.co/QVvPHdyKlD | SUPPORT: @182606 I understand your concern about the refund. If you've replied to the (1/2)^SQ | SUPPORT: @182606 correspondence, you'll receive an update from our specialist team. Request you to wait. (2/2)^SQ | CUSTOMER: @AmazonHelp Hello - I have been waiting for last 7 days, yet there is no proper response about the status quo. I need 2 know why this is being  delayed? | SUPPORT: @182606 Our account specialist team are in the best position to help you out in this case. Kindly reach out to them again for 1/2 | SUPPORT: @182606 further assistance. As a part of the retail team, we'll not be able to provide any insight in this regard. 2/2 ^MA | CUSTOMER: @AmazonHelp Do u hav any SLA. I hav been waitin wit patience frm last 7dz. No status is bein shared! U lockd my acct n nw nt refundin money as wel https://t.co/Z2RUrKsDi9 | SUPPORT: @182606 I get your concern about the refund. Please reply to the correspondence and we'll check this and assist you. (1/2) ^SV | SUPPORT: @182606 Please don't provide your order details, we consider it personal info. Our Twitter page is visible to public. (2/2) ^SV | CUSTOMER: @AmazonHelp How many time I have to reply for which you people don't revert | CUSTOMER: @182606 @AmazonHelp I also had similar issue for which this fucking site did not return my money. we must #banamazon - this site in India @115850 @AmazonHelp | CUSTOMER: @AmazonHelp @AmazonHelp @115850 - I have already replied to the email I recieved from your account team. But yet I have not received any response | CUSTOMER: @AmazonHelp @115850 What you guys are not refunding my money . This is main question for which I'm not getting any reply. @AmazonHelp | SUPPORT: @182606 Kindly wait for our team to revert as they are in the best position to help you. ^PS | CUSTOMER: @AmazonHelp Its been 3days but yet I have not received any response | SUPPORT: @182606 Our team has emailed you. Kindly check your registered email address. ^NS | CUSTOMER: @AmazonHelp I hav  receiving the same email again n again. I don't care if the account is closed. I care abt the money of the product which I returned | CUSTOMER: @AmazonHelp  https://t.co/QEbWrfmgpy | CUSTOMER: @AmazonHelp  https://t.co/2duzJWltTu | SUPPORT: @182606 I'd like to take a closer look into this, please share your details here: https://t.co/GIJyeYqKE0. ^AG | CUSTOMER: @AmazonHelp I just update the form and submitted it.@AmazonHelp | SUPPORT: @182606 Thanks for keeping us posted, Sumit. We'll reach out to you soon. ^MS | CUSTOMER: @AmazonHelp Thank you.. hope you reach out to me with a positive response. | SUPPORT: @182606 Please be assured that our team will surely sort this for you. ^SF | CUSTOMER: @AmazonHelp Thank you for your assurance, I have been really tired of follwin up again n again. please refund my money for the product which I returned | CUSTOMER: @AmazonHelp Hello - any update on this ?? | SUPPORT: @182606 We're still working on your concern. We'll get back to you at the earliest. ^HA | CUSTOMER: @AmazonHelp Thank you ... hope to get a positive response | SUPPORT: @182606 We'll get back with an update soon. ^YP | CUSTOMER: @AmazonHelp Thanks ...request you to please expedite the process that will really b helpful... thanks | SUPPORT: @182606 Sure, we'll get back to you as soon as possible. ^HN | CUSTOMER: @AmazonHelp  https://t.co/nojv3hwcA9 | SUPPORT: @182606 We've sent a correspondence to your registered email address. Please check and revert. ^SQ | CUSTOMER: @AmazonHelp Last email which I recvd. Bt I recvd call frm 074079 33775 n sed tht amazon nid 2 verify the Acct  detail n asked the card info, bt I denied https://t.co/aSDeEztplN | SUPPORT: @182606 A blocked account is followed by an email from the account specialist team. ^NR 1/4 | SUPPORT: @182606 Customer service is unable to access or provide assistance on blocked accounts. ^NR 2/4 | SUPPORT: @182606 Since your account is now being looked into by our Account Specialist team, ^NR 3/4 | SUPPORT: @182606 I request you to reply to the same email sent from the specialist team. ^NR 4/4 | CUSTOMER: @AmazonHelp I have replied multiple times | SUPPORT: @182606 If you've replied to the correspondence, you'll receive an update from our specialist team. Request you to wait. ^SQ | CUSTOMER: @AmazonHelp You people are not replying to the actual thing ... I recieved a call .... from the number I mentioned in my previous tweet...wht abt tht??? | SUPPORT: @182606 I understand your concern. Please wait, out specialist team will reach out to you soon. Appreciate your understanding. ^HD | CUSTOMER: @AmazonHelp You guys are not responding, I'm asking about the call I recieved ??? | SUPPORT: @182606 Request you to write regarding this call to the email you've received from specialist team. We'll get this checked. ^HD | CUSTOMER: @AmazonHelp Thanks , I have already sent the email with the number and caller detail | SUPPORT: @182606 Thank you for that. Our specialist team shall reach out to you soon. Appreciate your patience and understanding. ^HD | CUSTOMER: @AmazonHelp This is not patience, it's just that my hard earned money is stuck with a company I never thought will do such fraudulent activities. | CUSTOMER: @AmazonHelp I have no other option instead of behaving and storing all the anger in myself... I sud have call and discussed abt it | CUSTOMER: @AmazonHelp I have not slept properly from last couple of days just because a huge amount is blocked by Amazon. And no one knows why... | SUPPORT: @182606 I understand this is frustrating. We're positive our team will get in touch with to you at the earliest. ^HD | CUSTOMER: @AmazonHelp  https://t.co/3Js99qreD0 | CUSTOMER: @AmazonHelp This is what I recieved https://t.co/fH7rBaSZOf | SUPPORT: @182606 Kindly revert to the email you received from our account specialist team. They are the best team to assist you. ^AP | CUSTOMER: @AmazonHelp Wht is the reason 4 blocking my acct ? No one is telling tht ! Let me knw what policy I have violated tht u pupl r nt returnin my money! | SUPPORT: @182606 I'm afraid, we're unable to help you with any further information on that. Apologize for any inconvenience caused. ^JC | CUSTOMER: @AmazonHelp Why are you not returning my money ?? I have returned your product which is already reached your warehouse thn why u not returning ???? https://t.co/PeW84JIrDH | SUPPORT: @182606 I'm sorry about the trouble with the refund. We'd like to help, kindly connect with us here: https://t.co/vlvfJr4nN9 1/2 | SUPPORT: @182606 Please don’t provide the order details, we consider it to be personal info. Our Twitter page is visible to public. 2/2 ^MA | CUSTOMER: @AmazonHelp How many times I have to do this ?? This is the 5th time I wil be updating this | SUPPORT: @182606 Appreciate your cooperation. Just ensure you submit the form once you fill the same. ^CB | CUSTOMER: @AmazonHelp I have done it ... multiple time... now I will respond this in consumer court | SUPPORT: @182606 As this is being handled by our account specialist team, we'll not be able to offer any further insight on this. ^HK | CUSTOMER: @AmazonHelp Please let me know what they need to activate my account and refund my money | CUSTOMER: @AmazonHelp Are you people going to refund my money ???? | SUPPORT: @182606 I get your frustration. However, we can't view your account details. [1/2] ^HA | SUPPORT: @182606 Only the account specialist has access to it. Please revert their email. [2/2] ^HA | CUSTOMER: @AmazonHelp I have done multiple time . You owe me my money, you closed my amazon account. How can you say you wil not refund my money | CUSTOMER: @AmazonHelp Wht the Hell you guys doing... if you can't assist | CUSTOMER: @AmazonHelp More than 50 email I have sent, better you refund my money. I don't need this account,I just want my money | SUPPORT: @182606 As you've responded to you their email, they will get back to you on this. ^HN | CUSTOMER: @AmazonHelp No one does tht | SUPPORT: @182606 I understand you're upset. As you have replied to the email, our team will certainly write back. Request you to wait. ^OS | CUSTOMER: @AmazonHelp Writing back is not helping me at all, I need my refund, that all I want - they total amount is Rs. - 54000/- | SUPPORT: @182606 I get you being upset and I'm sorry about the stretch. Please wait for their revert for an update. ^MP | CUSTOMER: @AmazonHelp There every revert makes me more n more upset and angry ... I never had any other account, this is the 1st I shopped with amazon | CUSTOMER: @AmazonHelp The product was faulty that is the reason I returned, while I was returning it was checked by the associate who came to collect the phone | CUSTOMER: @AmazonHelp Than why you people are not refunding my money | CUSTOMER: @AmazonHelp I have also placed a complain with consumer forum abt the same | CUSTOMER: @AmazonHelp It's very simple if I have returned you product within the eligible return time, than you should have RUFUNDED MY MONEY | CUSTOMER: @182606 Let us know if the issue is not sorting out. Our legal team can check what we can do to help you. | CUSTOMER: @182607 Hi - the issue is not being resolved, @AmazonHelp @115850 is not refunding my money ... please help | SUPPORT: @182606 As mentioned earlier, if your account is on hold, you will need to release your account by providing the required 1/2 ^KC | SUPPORT: @182606 information to the account specialist team. They are the best team to assist you in this regard. 2/2 ^KC | CUSTOMER: @AmazonHelp That what I wanted to know, what information thebwant to activate my account ?? | CUSTOMER: @AmazonHelp Will you able to guide me with this ? What information you need to activate my account ?? | SUPPORT: @182606 You should have received an email from the account specialist team about the required information. 1/2^AP | SUPPORT: @182606 Kindly check and revert to the same. 2/2^AP | CUSTOMER: @AmazonHelp No I have not recieved any email from account team ... where they are asking for any such information to activate my account | SUPPORT: @182606 You'd have received an email from our Account Specialist Team. Kindly request you to revert to it for further support.^RS | CUSTOMER: @AmazonHelp I keep checking my email regularly, I have not recieved any email, where they asked me to provide information to activate my amazon account | SUPPORT: @182606 We wouldn't be able to view your account details as your account is on hold, you'd have received an email 1/2 ^AH | SUPPORT: @182606 Sorry for the trouble. Please reply to any email from our account specialist team. They are the best team to assist ^GU | CUSTOMER: @AmazonHelp Me I have not recieved any email asking for the information | SUPPORT: @182606 You can view the email correspondence shared by us here: https://t.co/8DAc10S7ww. ^AG | CUSTOMER: @182606 @AmazonHelp @115850 sir, kindly register your complaint with us
https://t.co/Lngt2vBNBp

 our team will get back to you with assistance on further action. | CUSTOMER: @182607 @AmazonHelp @115850 Will do thanks","@182606 I understand your concern. In this case, kindly revert to the email sent by our social media team. 1/2^AP",Account & Security
golden-190,"Thank you @115850 for the most disappointing sales on books. Really, no point in having the sales only.",,@170840 I'm sorry you feel this way. Could you please tell us what went wrong? We'll be glad to help. ^AG,Product & Digital Services
golden-191,"Hey @115850 marketing price is 20,548 and and final price for same product gets to 29,500 + Delivery Charges ?? What's going on ? https://t.co/lyhG6OZp3X",,@169873 We'd like to have a look into this. Kindly report it here: https://t.co/2t6DQoUmNZ and our team will revert shortly. ^AB,Payment & Charges
golden-192,"@148056 @148057 @115850 @AmazonHelp One of my international package was returned because I refused to share my adhar details over a call, when all you need is KYC authentication for international deliveries. This adhar card obsession needs to die!","CUSTOMER: .@115850 @AmazonHelp - Order not delivered. Customer support team says order delivered. And for any investigation further, you need aadhar card to verify me? SERIOUSLY? | SUPPORT: @148057 We're sorry to know that you haven't received your order yet. We'd like to have a closer look into it, please share your details here: https://t.co/beaaDm0muc and we'll get in touch with you. ^MO | CUSTOMER: @148057 @115850 @AmazonHelp Hey Amazon, why is Aadhaar needed? | SUPPORT: @148056 Kindly reply to the correspondence you've received from us for further assistance. Appreciate your understanding. ^SM | CUSTOMER: @AmazonHelp I'm not the original complainant. Please check the tweet before responding randomly. Now, tell me why do you need my Aadhaar card for such situations?",@274433 Our support team would be happy to help you out! Please contact us from here: https://t.co/vlvfJr4nN9. ^MP,Account & Security
golden-193,"@AmazonHelp  @115821 placed an order, paid for expedited shipping. Wasn't delivered by 9PM as promised. How do I request refund of paid shipping that didn't happen? Thanks.",,@137107 My apologies that you didn't receive your order on time. Please visit us here for more information and further assistance: https://t.co/0wGxbfcqY8 ^RB,Delivery & Tracking
golden-194,"@AmazonHelp, AMZL is awful. No tracking updates in 24 hours, but my package is still showing delivery ""Today by 8pm"" (it's 20:30 right now).",,@168269 My team can escalate this. Please send us your details when you have time: https://t.co/TGREkvHxM7 ^EP,Delivery & Tracking
golden-195,@AmazonHelp I was just notified 2/3 packages have arrived at my home. Fingers crossed the last one comes today. 🙂,"CUSTOMER: @115850 you where's my ""guaranteed delivery for today"" package. I just checked and it's sitting in the warehouse. I ordered it on Monday night. By my count today is 2 days. THIS.... Does not look like it's getting delivered does it? https://t.co/biz5Q9SdZS | SUPPORT: @143570 I'm sorry for the inconvenience. Please report this to our support team here: https://t.co/TdDksLo6Mf and we'll look into this. ^MK | CUSTOMER: @AmazonHelp I tried getting you to call me on 2 different phones. Neither rang. It appears I am not the only one unhappy with @6967 courier. Quick search for #amazon &amp; that's the first 2 tweets. If this is how my free trial of Prime is, you can bet I'm not going to pay for it. | CUSTOMER: @AmazonHelp @6967 And not only that, when I track my order on your website.... Apparently I didn't make any. Even though I have emails and credit card receipts proving otherwise. https://t.co/9AzQ8RTAbt | SUPPORT: @143570 I am sorry to know about that. I'd like to take a closer look into this. Please share your details here: https://t.co/GIJyeYqKE0 and I'll get in touch with you. ^MK | CUSTOMER: @AmazonHelp Ok sounds good thanks. Done. | SUPPORT: @143570 I'm so sorry for the trouble tracking and receiving your order. Just to confirm, was your order placed on https://t.co/nUUp5MLhYl, Amazon.ca, or another Amazon website? ^JN | SUPPORT: @143570 You're welcome. Do keep us posted for any further assistance. ^MK | CUSTOMER: @AmazonHelp Amazon android app | CUSTOMER: @AmazonHelp Here's a screenshot within the app https://t.co/syNI5BHKkv | CUSTOMER: @AmazonHelp I just noticed ""by 8PM"" do I guess I should at least wait for then to start complaining... 😂... but if it isn't here at 8:01, I'm going to be ringing your doorbell again... https://t.co/dyZs5AE1Xt | SUPPORT: @143570 I understand how frustrating it is waiting for a package! Keep us updated on its arrival. ^DG | CUSTOMER: @AmazonHelp https://t.co/aeWdGSVw5B",@143570 Are there any updates on the other parcel's tracking information: https://t.co/PyACxvY8Qo? ^ST,Delivery & Tracking
golden-196,"@AmazonHelp @6967 And not only that, when I track my order on your website.... Apparently I didn't make any. Even though I have emails and credit card receipts proving otherwise. https://t.co/9AzQ8RTAbt","CUSTOMER: @115850 you where's my ""guaranteed delivery for today"" package. I just checked and it's sitting in the warehouse. I ordered it on Monday night. By my count today is 2 days. THIS.... Does not look like it's getting delivered does it? https://t.co/biz5Q9SdZS | SUPPORT: @143570 I'm sorry for the inconvenience. Please report this to our support team here: https://t.co/TdDksLo6Mf and we'll look into this. ^MK | CUSTOMER: @AmazonHelp I tried getting you to call me on 2 different phones. Neither rang. It appears I am not the only one unhappy with @6967 courier. Quick search for #amazon &amp; that's the first 2 tweets. If this is how my free trial of Prime is, you can bet I'm not going to pay for it.","@143570 I'm so sorry for the trouble tracking and receiving your order. Just to confirm, was your order placed on https://t.co/nUUp5MLhYl, Amazon.ca, or another Amazon website? ^JN",Order Issue
golden-197,@115850 Your app is crashing when i perform some task I tried more then one time same issue happining its bug in your app.....I found it. https://t.co/UV2Yj8Xe5n,"CUSTOMER: Commit to being fit. Get your fitness requirements at the Amazon Under Armour store. #WeWill #EveryDropCounts. Visit https://t.co/o8hVSBDNkA https://t.co/cRToZwJG3P | CUSTOMER: @115850 You first deliver the orders properly.. mine is not even dispatched since last 36 days!!! | SUPPORT: @115849 Sorry for the delay. You should've received an update here: https://t.co/h9OwxBEDmY Kindly check. ^NS | CUSTOMER: @AmazonHelp Yes I checked that &amp; the response is same as usual which I've been getting since last 1 month that product is out of stock. Why did  you + | CUSTOMER: @AmazonHelp + even take the order if the product wasn't in stock? When I purchased, it was shown in stock to me. Is your inventory system a failure too? | SUPPORT: @115849 Apologies for the delay. We’d like to help you, please fill this form: https://t.co/beaaDm0muc and we’ll contact you soon. ^PJ | CUSTOMER: @115850 अगला सेल कब है सर?? 🤔🙄 | SUPPORT: @183113 We do not have any update as of now. However, please stay tuned. ^SS | CUSTOMER: @115850 very shitty service by @115850
customer care it acting like a degenerate.
They screwed up a refund from amazon pay to cheque #pathetic | SUPPORT: @478323 We're sorry to know our support team were unable to assist you. Please share details using the link shared earlier by 1/2 ^RS | SUPPORT: @478323 my colleague 'AK' so we could have a closer look into this &amp; get it resolved. 2/2 ^RS | CUSTOMER: @AmazonHelp Which link?????? | CUSTOMER: @AmazonHelp send me the link??? | SUPPORT: @478323 Kindly share your details from this link here: https://t.co/vSTyI5ceER and we’ll contact you soon. ^VH",@484991 That's odd. We haven't seen any other reports as such. Kindly try uninstalling and re-installing the app. ^MS,Product & Digital Services
golden-198,@115830 Yet again JMHC fail to deliver my parcel yet claim they attempted to at 6:28pm! Why do I pay for Prime when orders never reach me?,,@129371 Let's talk baout this in real time. Please call or chat with us here: https://t.co/cUH0Os614x ^BA,Delivery & Tracking
golden-199,"@AmazonHelp @115850 It's not helping. Cust Care every time send a canned response, not even care to understand prob after more than 6-7 interactions. How much wait more? Already over 10 days. Its my cash. GIVE ME MY MONEY' #amazonfraud @115851",CUSTOMER: @115850 Cash loaded in AmazonPay on 13th Nov still not reflecting. Where is my money? GIVE ME MY MONEY #amazonpayfraud #amazonfraud @115851 #stupidcustomerservice | SUPPORT: @130696 I get your concern. Please contact our support team here: https://t.co/HQhpS2qeEd and we will help you with this. ^BS,@130696 We're sorry that your issue isn't resolved yet. Please share your details here: https://t.co/beaaDm0muc. We'll contact you soon. ^JS,Payment & Charges
golden-200,O verdadeiro significado da expressão ENTREGA RÁPIDA @117086 @6926 🤓 https://t.co/Y56yLOULEv,,@143194 Olá Sergio! Um primo me recomendou esse mesmo livro! Me falou que é interessante demais! Ficamos felizes que o seu pedido chegou! ^JJ,OTHER / UNCLEAR
